committee_id,committee_name,report_year,report_type,image_number,line_number,transaction_id,file_number,committee_name,entity_type,entity_type_desc,unused_contbr_id,contributor_prefix,contributor_name,recipient_committee_type,recipient_committee_org_type,recipient_committee_designation,contributor_first_name,contributor_middle_name,contributor_last_name,contributor_suffix,contributor_street_1,contributor_street_2,contributor_city,contributor_state,contributor_zip,contributor_employer,contributor_occupation,contributor_id,receipt_type,receipt_type_desc,receipt_type_full,memo_code,memo_code_full,contribution_receipt_date,contribution_receipt_amount,contributor_aggregate_ytd,candidate_id,candidate_name,candidate_first_name,candidate_last_name,candidate_middle_name,candidate_prefix,candidate_suffix,candidate_office,candidate_office_full,candidate_office_state,candidate_office_state_full,candidate_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,donor_committee_name,national_committee_nonfederal_account,election_type,election_type_full,fec_election_type_desc,fec_election_year,amendment_indicator,amendment_indicator_desc,schedule_type_full,load_date,original_sub_id,back_reference_transaction_id,back_reference_schedule_name,filing_form,link_id,is_individual,memo_text,two_year_transaction_period,schedule_type,increased_limit,sub_id,pdf_url,line_number_label
C00575050,LAHOOD FOR CONGRESS,2021,Q3,202110159467675171,11C,A1F5C2F69A8BC46BA931,1544067,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,"",P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-08-03 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-11-06 04:04:09.514,,,,F3,4101620211373827897,f,,2022,SA,,4110620211377993477,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467675171,Contributions From Other Political Committees
C00027466,NRSC,2022,M2,202202189491823489,11C,SA11C.21195547,1570754,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Y,,U,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2022-01-21 00:00:00,15000.00,15000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-03-04 04:04:22.41,,,,F3X,4021820221409065668,f,,2022,SA,,4030320221458815007,https://docquery.fec.gov/cgi-bin/fecimg/?202202189491823489,Contributions From Other Political Committees
C00436022,MODERATE DEMOCRATS PAC,2022,M3,202203179493978476,11C,VPFEQT3EKV3,1574582,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,B,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-02-24 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-03-18 03:35:26.438,,,,F3X,4031720221460814138,f,,2022,SA,,4031720221460843037,https://docquery.fec.gov/cgi-bin/fecimg/?202203179493978476,Contributions From Other Political Committees
C00498873,TONY CARDENAS FOR CONGRESS,2021,YE,202201319485892775,11C,VN8VHR4T612,1565368,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC (CTAPAC),H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-10-20 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC (CTAPAC),,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-02-26 04:48:59.734,,,,F3,4013120221403734988,f,,2022,SA,,4022420221452980040,https://docquery.fec.gov/cgi-bin/fecimg/?202201319485892775,Contributions From Other Political Committees
C00693127,BUILDING BRIDGES PAC,2022,M2,202202209491838005,11C,SA11C.5070,1571020,,COM,OTHER COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,U,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-01-28 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-03-04 04:04:40.313,,,,F3X,4022020221409176063,f,,2022,SA,,4030320221458826879,https://docquery.fec.gov/cgi-bin/fecimg/?202202209491838005,Contributions From Other Political Committees
C00558486,GARRET GRAVES FOR CONGRESS,2022,Q1,202204159499978747,11C,SA11C.38944,1587176,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-02-24 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-05-12 03:40:09.931,,,,F3,4041620221470869304,f,,2022,SA,,4051120221476308618,https://docquery.fec.gov/cgi-bin/fecimg/?202204159499978747,Contributions From Other Political Committees
C00213512,NANCY PELOSI FOR CONGRESS,2022,Q1,202204159496676215,11C,7351018,1585746,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL  PAC,H,,P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-01-31 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL  PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-04-22 03:48:35.308,,,,F3,4041520221470811039,f,,2022,SA,,4042120221471291619,https://docquery.fec.gov/cgi-bin/fecimg/?202204159496676215,Contributions From Other Political Committees
C00696591,ACROSS THE AISLE PAC,2022,M3,202203209494079029,11C,VPFDAQCBGQ3,1575796,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION (CTA) PAC,Q,,U,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-02-24 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION (CTA) PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-03-24 03:35:32.229,,,,F3X,4032020221463746109,f,,2022,SA,,4032320221464036988,https://docquery.fec.gov/cgi-bin/fecimg/?202203209494079029,Contributions From Other Political Committees
C00670547,ARMSTRONG FOR CONGRESS,2022,Q3,202210139532174977,11C,SA11C.6072,1637471,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,,P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2022-09-06 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,G2022,,GENERAL,2022,A,ADD,ITEMIZED RECEIPTS,2022-10-14 09:22:46,,,,F3,4101320221588034079,f,,2022,SA,,4101320221588110208,https://docquery.fec.gov/cgi-bin/fecimg/?202210139532174977,Contributions From Other Political Committees
C00576090,EVERGREEN PAC,2022,Q1,202204159496359980,11C,6560227,1584264,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,D,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-03-10 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-04-28 03:36:25.823,,,,F3X,4041520221470815613,f,,2022,SA,,4042720221472951852,https://docquery.fec.gov/cgi-bin/fecimg/?202204159496359980,Contributions From Other Political Committees
C00498873,TONY CARDENAS FOR CONGRESS,2022,Q2,202210129532145683,11C,VN8VHSNMN05,1636748,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC (CTAPAC),H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-06-30 00:00:00,2500.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC (CTAPAC),,G2022,,GENERAL,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-10-14 09:22:44,,,,F3,4101220221587938086,f,,2022,SA,,4101320221588060035,https://docquery.fec.gov/cgi-bin/fecimg/?202210129532145683,Contributions From Other Political Committees
C00344473,STABENOW FOR US SENATE,2022,Q2,202209149528456677,11C,3074591,1629495,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL,S,,P,,,,,2600 E BAYSHORE RD,FL 1,PALO ALTO,CA,943033241,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-06-30 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL,,P2024,,PRIMARY,2024,N,NO CHANGE,ITEMIZED RECEIPTS,2022-09-16 14:40:04.683,,,,F3,4091420221575448004,f,,2022,SA,,4091520221575543447,https://docquery.fec.gov/cgi-bin/fecimg/?202209149528456677,Contributions From Other Political Committees
C00462697,GARAMENDI FOR CONGRESS,2022,Q1,202204149496121216,11C,VSGVPT8XA02,1582129,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-02-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-05-04 03:41:37.047,,,,F3,4041420221470746095,f,,2022,SA,,4050320221474125439,https://docquery.fec.gov/cgi-bin/fecimg/?202204149496121216,Contributions From Other Political Committees
C00607416,BRIAN FITZPATRICK FOR ALL OF US,2022,Q1,202204159496630229,11C,A-1447340,1585561,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-02-28 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-05-06 03:53:00.523,,,,F3,4041520221470810947,f,,2022,SA,,4050520221474853749,https://docquery.fec.gov/cgi-bin/fecimg/?202204159496630229,Contributions From Other Political Committees
C00376939,MARSHA FOR SENATE,2022,Q1,202204159496422762,11C,SA11C.383925,1584661,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,,P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2022-03-11 00:00:00,1500.00,1500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2024,,PRIMARY,2024,A,ADD,ITEMIZED RECEIPTS,2022-05-07 03:35:24.801,,,,F3,4041520221470810549,f,,2022,SA,,4050620221474949187,https://docquery.fec.gov/cgi-bin/fecimg/?202204159496422762,Contributions From Other Political Committees
C00573949,JOSH GOTTHEIMER FOR CONGRESS,2022,12G,202302279578751058,11C,VPFDAQE39N5,1691420,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION (CTA) PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-10-17 00:00:00,5000.00,6000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION (CTA) PAC,,G2022,,GENERAL,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2023-03-01 04:06:04,,,,F3,4022720231732743032,f,,2022,SA,,4022820231732844568,https://docquery.fec.gov/cgi-bin/fecimg/?202302279578751058,Contributions From Other Political Committees
C00459255,"FRIENDS OF TODD YOUNG, INC.",2021,Q1,202110279468371247,11C,SA11C.83357,1546610,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,S,"",P,,,,,1919 S. EADS STREET,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2021-03-23 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2021-10-29 03:57:23.617,,,,F3,4102820211375919004,f,,2022,SA,,4102920211376128760,https://docquery.fec.gov/cgi-bin/fecimg/?202110279468371247,Contributions From Other Political Committees
C00393629,MCHENRY FOR CONGRESS,2022,30G,202301309575192418,11C,SA11C.40263,1682592,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,,P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2022-11-08 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,G2022,,GENERAL,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2023-02-01 04:05:55,,,,F3,4013020231720904232,f,,2022,SA,,4013120231721327875,https://docquery.fec.gov/cgi-bin/fecimg/?202301309575192418,Contributions From Other Political Committees
C00558825,MILLER-MEEKS FOR CONGRESS,2022,12G,202212279574225101,11C,ADCE6541AD0FD45059C2,1673507,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-10-14 00:00:00,5000.00,10000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,G2022,,GENERAL,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-12-31 03:35:50,,,,F3,4122720221644975015,f,,2022,SA,,4123020221645504501,https://docquery.fec.gov/cgi-bin/fecimg/?202212279574225101,Contributions From Other Political Committees
C00392688,"MCCAUL FOR CONGRESS, INC",2021,YE,202201309475513726,11C,SA11C.45919,1561767,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2021-10-20 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-02-18 03:58:06.047,,,,F3,4013020221403647044,f,,2022,SA,,4021720221408984711,https://docquery.fec.gov/cgi-bin/fecimg/?202201309475513726,Contributions From Other Political Committees
C00706267,ASHLEY HINSON FOR CONGRESS,2022,Q3,202210149532217756,11C,SA11C.203981,1638334,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,,P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2022-09-26 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,G2022,,GENERAL,2022,A,ADD,ITEMIZED RECEIPTS,2022-10-15 03:38:38,,,,F3,4101420221588146088,f,,2022,SA,,4101420221588246156,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532217756,Contributions From Other Political Committees
C00558825,MILLER-MEEKS FOR CONGRESS,2021,Q2,202107159451648491,11C,A0F236EAE671F43AB91B,1527811,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-06-24 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-08-06 04:56:14.636,,,,F3,4071720211320863122,f,,2022,SA,,4080620211324887148,https://docquery.fec.gov/cgi-bin/fecimg/?202107159451648491,Contributions From Other Political Committees
C00392688,"MCCAUL FOR CONGRESS, INC",2022,Q3,202210149532327546,11C,SA11C.51255,1638917,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,,P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2022-09-29 00:00:00,1500.00,1500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,G2022,,GENERAL,2022,A,ADD,ITEMIZED RECEIPTS,2022-10-25 03:36:04,,,,F3,4101420221588146230,f,,2022,SA,,4102420221590844053,https://docquery.fec.gov/cgi-bin/fecimg/?202210149532327546,Contributions From Other Political Committees
C00392688,"MCCAUL FOR CONGRESS, INC",2021,Q3,202110159467445319,11C,SA11C.41793,1543216,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,"",P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2021-08-03 00:00:00,1000.00,1000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-11-09 03:56:12.928,,,,F3,4101620211373827284,f,,2022,SA,,4110920211378124186,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467445319,Contributions From Other Political Committees
C00558825,MILLER-MEEKS FOR CONGRESS,2022,12P,202205269514403952,11C,A5E775DFB9A294F8CA7A,1598131,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-05-12 00:00:00,4000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-06-03 03:35:08.878,,,,F3,4052620221493594075,f,,2022,SA,,4060220221494255500,https://docquery.fec.gov/cgi-bin/fecimg/?202205269514403952,Contributions From Other Political Committees
C00620443,STEPHANIE MURPHY FOR CONGRESS,2021,Q2,202205249514371357,11C,VSH9ES20BV4,1597575,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-04-14 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-05-27 03:36:09.208,,,,F3,4052420221492969017,f,,2022,SA,,4052620221493613072,https://docquery.fec.gov/cgi-bin/fecimg/?202205249514371357,Contributions From Other Political Committees
C00255562,FRIENDS OF JIM CLYBURN,2022,12P,202206029514691014,11C,C11083355,1599631,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2022-05-12 00:00:00,2500.00,7500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,G2022,,GENERAL,2022,A,ADD,ITEMIZED RECEIPTS,2022-06-07 04:06:39.141,,,,F3,4060220221494221046,f,,2022,SA,,4060620221499883356,https://docquery.fec.gov/cgi-bin/fecimg/?202206029514691014,Contributions From Other Political Committees
C00620443,STEPHANIE MURPHY FOR CONGRESS,2021,Q2,202205249514371357,11C,VSH9ES6R1N5,1597575,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-05-24 00:00:00,5000.00,10000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,G2022,,GENERAL,2022,N,NO CHANGE,ITEMIZED RECEIPTS,2022-05-27 03:36:09.208,,,,F3,4052420221492969017,f,,2022,SA,,4052620221493613073,https://docquery.fec.gov/cgi-bin/fecimg/?202205249514371357,Contributions From Other Political Committees
C00255562,FRIENDS OF JIM CLYBURN,2021,Q3,202110159467883466,11C,C11070380,1544581,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-09-29 00:00:00,2500.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-11-05 03:57:23.286,,,,F3,4101720211373891030,f,,2022,SA,,4110520211377307632,https://docquery.fec.gov/cgi-bin/fecimg/?202110159467883466,Contributions From Other Political Committees
C00255562,FRIENDS OF JIM CLYBURN,2021,Q2,202107159451303583,11C,C11061957,1526299,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,H,"",P,,,,,1919 SOUTH EADS STREET,,ARLINGTON,VA,22202,,,C00375048,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),,,,2021-06-24 00:00:00,2500.00,2500.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2021-08-11 05:02:37.853,,,,F3,4071620211320721297,f,,2022,SA,,4081120211325926582,https://docquery.fec.gov/cgi-bin/fecimg/?202107159451303583,Contributions From Other Political Committees
C00409276,MAKING A RESPONSIBLE STAND FOR HOUSEHOLDS IN AMERICA PAC,2022,12G,202210259541643095,11C,SA11C.465537,1649196,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,Q,,D,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,CONTRIBUTION,,,2022-10-18 00:00:00,1500.00,1500.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-11-23 03:36:19,,,,F3X,4102520221590892493,f,,2022,SA,,4112220221630573542,https://docquery.fec.gov/cgi-bin/fecimg/?202210259541643095,Contributions From Other Political Committees
C00390476,CATHY MCMORRIS RODGERS FOR CONGRESS,2022,Q2,202207159518681729,11C,SA11C.188797,1612884,,PAC,POLITICAL ACTION COMMITTEE,C00328369,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,H,,P,,,,,400 CAPITOL MALL,STE 1545,SACRAMENTO,CA,958144434,,,C00328369,15K,CONTRIBUTION RECEIVED FROM REGISTERED FILER (CANDIDATES),CONTRIBUTION,,,2022-06-29 00:00:00,1500.00,3000.00,,,,,,,,,,,,,,,,,,,,TECHNOLOGY NETWORK (TECHNET) FEDERAL PAC,,P2022,,PRIMARY,2022,A,ADD,ITEMIZED RECEIPTS,2022-07-23 03:36:48.97,,,,F3,4071520221540558481,f,,2022,SA,,4072220221543143516,https://docquery.fec.gov/cgi-bin/fecimg/?202207159518681729,Contributions From Other Political Committees
C00305318,BLUE DOG POLITICAL ACTION COMMITTEE,2022,M9,202209209528596647,11C,5952041,1631027,,PAC,POLITICAL ACTION COMMITTEE,C00375048,,CONSUMER TECHNOLOGY ASSOCIATION PAC,Q,,U,,,,,1919 S EADS ST,,ARLINGTON,VA,222023028,,,C00375048,18K,CONTRIBUTION RECEIVED FROM REGISTERED FILER,,,,2022-08-22 00:00:00,5000.00,5000.00,,,,,,,,,,,,,,,,,,,,CONSUMER TECHNOLOGY ASSOCIATION PAC,,P,,PRIMARY,,A,ADD,ITEMIZED RECEIPTS,2022-09-22 03:36:12.782,,,,F3X,4092020221576068373,f,,2022,SA,,4092120221576320654,https://docquery.fec.gov/cgi-bin/fecimg/?202209209528596647,Contributions From Other Political Committees
